id,institutionCode,basisOfRecord,source,occurrenceID,catalogNumber,recordedBy,year,country,countryCode,stateProvince,county,locality,latitude,longitude,scientificName,kingdom,family,genus
6671147,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/b2e/6671147,6671147,dbb3f535-b6bf-11e1-8c2f-acd112e444a7,T.N.Liou,1930,CN,CN,北京,北京市市辖区,"Westeern Hills,Peking",,,Pinus bungeana,Plantae,Pinaceae,Pinus
6671148,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/ccf/6671148,6671148,dbb3f4c5-b6bf-11e1-8c2f-acd112e444a7,T.N.Liou,1930,CN,CN,北京,北京市市辖区,"Westeern Hills,Peking",,,Pinus bungeana,Plantae,Pinaceae,Pinus
6671165,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/ec9/6671165,6671165,dbb3ed69-b6bf-11e1-8c2f-acd112e444a7,Y.C.Wang,1935,CN,CN,山东,,shangtung:Tsipgtao park,,,Pinus banksiana,Plantae,Pinaceae,Pinus
6671186,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/996/6671186,6671186,dbb3e437-b6bf-11e1-8c2f-acd112e444a7,Y.Y.Pai,1934,CN,CN,陕西,,"Chungnanshan,Hsia-Pao-chuan",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671211,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/232/6671211,6671211,dbb3d95a-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,"Y.Tchins,(Atuntzo)wuyenn",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671215,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/b8f/6671215,6671215,dbb3d799-b6bf-11e1-8c2f-acd112e444a7,,1940,CN,CN,云南,维西傈僳族自治县,,27.1771659,99.2871702,Pinus armandii,Plantae,Pinaceae,Pinus
6671218,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/036/6671218,6671218,dbb3d649-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1938,CN,CN,云南,,"Y.Shuning,Tehloching",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671224,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/e6b/6671224,6671224,dbb3d3ac-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,"Mu-li,Ku-tsun",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671225,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/66b/6671225,6671225,dbb3d32f-b6bf-11e1-8c2f-acd112e444a7,C.W.Wang,1930,CN,CN,云南,,Yan-shan:tzai-hou-shan,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671227,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/594/6671227,6671227,dbb3d249-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,"Y.Atuntze,ungpu.anoka",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671228,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/3f4/6671228,6671228,dbb3d1d9-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,"Y.Tehchins,Karakapu",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671229,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/97b/6671229,6671229,dbb3d166-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,"Y.Tehchins,Karakapu",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671231,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/d18/6671231,6671231,dbb3d087-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1938,CN,CN,云南,,"Y.shunntrs,Tehloching",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671232,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/9b3/6671232,6671232,dbb3d015-b6bf-11e1-8c2f-acd112e444a7,,1940,CN,CN,云南,大理市,巷山中和寺附近,25.5842336,100.2221239,Pinus armandii,Plantae,Pinaceae,Pinus
6671233,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/ebf/6671233,6671233,dbb3cfa6-b6bf-11e1-8c2f-acd112e444a7,Y.P.Chang,1940,CN,CN,云南,,Song-Ming:Lung-Tan-yin,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671235,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/ab9/6671235,6671235,dbb3cec8-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,"mli,Wachin,Near Lema",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671236,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/351/6671236,6671236,dbb3ce5a-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,"Y.Tehching,(Atutze)Wuyen",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671239,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/86a/6671239,6671239,dbb3cd0c-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,"Atuntze,Hungpoh",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671241,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/615/6671241,6671241,dbb3cc2f-b6bf-11e1-8c2f-acd112e444a7,H.T.Tsai,1933,CN,CN,云南,,Wen-shan Hsien,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671242,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/f5f/6671242,6671242,dbb3cbb4-b6bf-11e1-8c2f-acd112e444a7,,1941,CN,CN,云南,昆明市,西山家附近,25.0125259,102.7000129,Pinus armandii,Plantae,Pinaceae,Pinus
6671243,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/f0c/6671243,6671243,dbb3cb40-b6bf-11e1-8c2f-acd112e444a7,王启无、刘瑛,1939,CN,CN,云南,,"观山,寨候山",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671244,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/6ce/6671244,6671244,dbb3cad1-b6bf-11e1-8c2f-acd112e444a7,,1933,CN,CN,云南,昆明市,,25.0125259,102.7000129,Pinus armandii,Plantae,Pinaceae,Pinus
6671249,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/738/6671249,6671249,dbb3c8a9-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,"Y.Atuntzo,Hungpu",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671250,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/1f0/6671250,6671250,dbb3c83a-b6bf-11e1-8c2f-acd112e444a7,,1939,CN,CN,云南,丽江纳西族自治县,,26.8760955,100.2299452,Pinus armandii,Plantae,Pinaceae,Pinus
6671251,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/0ae/6671251,6671251,dbb3c7ca-b6bf-11e1-8c2f-acd112e444a7,秦仁昌,1929,CN,CN,云南,,漾濞,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671252,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/526/6671252,6671252,dbb3c759-b6bf-11e1-8c2f-acd112e444a7,M.K.Li,1939,CN,CN,云南,,Gingtung:Jao-ma-lu,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671255,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/a80/6671255,6671255,dbb3c60c-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671260,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/4d2/6671260,6671260,dbb3c3c6-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671261,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/771/6671261,6671261,dbb3c355-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,"Mu-li,Ku-tsun",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671277,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/eb8/6671277,6671277,dbb3bc31-b6bf-11e1-8c2f-acd112e444a7,钟补勤,1929,CN,CN,贵州,安龙县,四品,25.1334061,105.3998065,Pinus armandii,Plantae,Pinaceae,Pinus
6671280,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/4c1/6671280,6671280,dbb3bae8-b6bf-11e1-8c2f-acd112e444a7,Y.Tsiang,1930,CN,CN,贵州,,Pinfa Kweiting,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671281,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/6c8/6671281,6671281,dbb3ba7c-b6bf-11e1-8c2f-acd112e444a7,Y.Tsiang,1930,CN,CN,贵州,,Pinfa Kweiting,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671282,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/10d/6671282,6671282,dbb3ba10-b6bf-11e1-8c2f-acd112e444a7,Y.Tsiang,1930,CN,CN,贵州,,Pinfa Kweiting,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671283,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/19f/6671283,6671283,dbb3b9a3-b6bf-11e1-8c2f-acd112e444a7,Y.Tsiang,1930,CN,CN,贵州,,,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671289,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/770/6671289,6671289,dbb3b70b-b6bf-11e1-8c2f-acd112e444a7,Tso-Pin Wang,1938,CN,CN,四川,,Sik'ang:Lutinshsion,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671290,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/fed/6671290,6671290,dbb3b69a-b6bf-11e1-8c2f-acd112e444a7,方文培,1928,CN,CN,四川,峨眉山市,mt.cmof,29.4961191,103.3985889,Pinus armandii,Plantae,Pinaceae,Pinus
6671293,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/cf0/6671293,6671293,dbb3b536-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1934,CN,CN,四川,雷波县,,28.2627152,103.5717416,Pinus armandii,Plantae,Pinaceae,Pinus
6671295,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/70d/6671295,6671295,dbb3b45b-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1934,CN,CN,四川,雷波县,,28.2627152,103.5717416,Pinus armandii,Plantae,Pinaceae,Pinus
6671296,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/e48/6671296,6671296,dbb3b3ed-b6bf-11e1-8c2f-acd112e444a7,W.P.Fang,1928,CN,CN,四川,泸定县,,29.9141554,102.2346175,Pinus armandii,Plantae,Pinaceae,Pinus
6671299,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/64d/6671299,6671299,dbb3b2a2-b6bf-11e1-8c2f-acd112e444a7,Harry Smith,1934,CN,CN,四川,康定县,,30.0553048,101.9648302,Pinus armandii,Plantae,Pinaceae,Pinus
6671300,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/65f/6671300,6671300,dbb3b235-b6bf-11e1-8c2f-acd112e444a7,T.N.Liou & C.Wang,1939,CN,CN,四川,,,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671302,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/5a3/6671302,6671302,dbb3b159-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1933,CN,CN,四川,茂县,,31.6811501,103.8534808,Pinus armandii,Plantae,Pinaceae,Pinus
6671303,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/123/6671303,6671303,dbb3b0eb-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1930,CN,CN,四川,,,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671307,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/1f1/6671307,6671307,dbb3af34-b6bf-11e1-8c2f-acd112e444a7,郑万钧,1931,CN,CN,四川,汶川县,,31.084,103.267,Pinus armandii,Plantae,Pinaceae,Pinus
6671308,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/d71/6671308,6671308,dbb3aeb9-b6bf-11e1-8c2f-acd112e444a7,C.T.Hwa,1947,CN,CN,重庆,万州区,Nou-Tao-Chi,30.7056357,108.3138978,Pinus armandii,Plantae,Pinaceae,Pinus
6671314,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/883/6671314,6671314,dbb3ac26-b6bf-11e1-8c2f-acd112e444a7,T. T. Yu,1932,CN,CN,四川,,,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671322,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/7b8/6671322,6671322,dbb3a8a9-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng & C.T.Hwa,1948,CN,CN,湖北,利川市,"Li-Chuan,Ta-pan-Yin",30.2909964,108.9363742,Pinus armandii,Plantae,Pinaceae,Pinus
6671341,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/6fc/6671341,6671341,dbb3a040-b6bf-11e1-8c2f-acd112e444a7,T.P.Wang,1939,CN,CN,重庆,巫山县,天漕,31.1140732,109.8794496,Pinus armandii,Plantae,Pinaceae,Pinus
6671342,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/a61/6671342,6671342,dbb39fcb-b6bf-11e1-8c2f-acd112e444a7,T.P.Wang,1939,CN,CN,重庆,巫山县,天漕,31.1140732,109.8794496,Pinus armandii,Plantae,Pinaceae,Pinus
6671344,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/a08/6671344,6671344,dbb39eec-b6bf-11e1-8c2f-acd112e444a7,,1940,CN,CN,四川,康定县,西康里,30.0553048,101.9648302,Pinus armandii,Plantae,Pinaceae,Pinus
6671356,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/b14/6671356,6671356,dbb39990-b6bf-11e1-8c2f-acd112e444a7,H.W.Kung,1933,CN,CN,陕西,,"Chungnandhen,shensi",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671359,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/c6b/6671359,6671359,dbb3982d-b6bf-11e1-8c2f-acd112e444a7,T.N.Liou,1938,CN,CN,陕西,,"Shensi:anwutai,",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671387,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/1b0/6671387,6671387,dbb38c07-b6bf-11e1-8c2f-acd112e444a7,T-P-Wang,1939,CN,CN,湖北,,Hnper Siell-nii st,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671401,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/951/6671401,6671401,dbb385dd-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng & C.T.Hwa,1948,CN,CN,湖北,利川市,"Li-chuan,S.of Yu-Chian-Kou.",30.2909964,108.9363742,Pinus armandii,Plantae,Pinaceae,Pinus
6671419,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/c94/6671419,6671419,dbb37de4-b6bf-11e1-8c2f-acd112e444a7,T.P.Wang,1936,CN,CN,甘肃,,"Minhien,Near,Such-lokow",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671420,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/bdb/6671420,6671420,dbb37d73-b6bf-11e1-8c2f-acd112e444a7,K.T.Fu,1937,CN,CN,甘肃,,,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671428,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/1cc/6671428,6671428,dbb379ea-b6bf-11e1-8c2f-acd112e444a7,K.S.Hao,1930,CN,CN,甘肃,武都县,"Wutu Hsien,Kansu",33.3923944,104.9265254,Pinus armandii,Plantae,Pinaceae,Pinus
6671429,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/f8a/6671429,6671429,dbb37979-b6bf-11e1-8c2f-acd112e444a7,W.Y.Hsia,1939,CN,CN,甘肃,天水市,陈家口,34.568696,105.7260275,Pinus armandii,Plantae,Pinaceae,Pinus
6671436,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/fe9/6671436,6671436,dbb37653-b6bf-11e1-8c2f-acd112e444a7,T.P.Wang,1936,CN,CN,甘肃,,"Kansu:Minhsfen,Near Nawu",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671443,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/b63/6671443,6671443,dbb37338-b6bf-11e1-8c2f-acd112e444a7,K.S.Hao,1932,CN,CN,陕西,太白县,"T'aipaishan,shensis",33.9762055,107.249372,Pinus armandii,Plantae,Pinaceae,Pinus
6671445,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/a2a/6671445,6671445,dbb37256-b6bf-11e1-8c2f-acd112e444a7,K.S.Hao,1932,CN,CN,陕西,太白县,"T'aipaishan,shensis",33.9762055,107.249372,Pinus armandii,Plantae,Pinaceae,Pinus
6671446,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/921/6671446,6671446,dbb371e7-b6bf-11e1-8c2f-acd112e444a7,Kun-Tsun Fu,1939,CN,CN,陕西,,,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671447,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/21a/6671447,6671447,dbb37178-b6bf-11e1-8c2f-acd112e444a7,Y.Y.Pai,1934,CN,CN,陕西,,"Chungnanshan,Hsia-Pao-chuan",,,Pinus armandii,Plantae,Pinaceae,Pinus
6671448,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/200/6671448,6671448,dbb37109-b6bf-11e1-8c2f-acd112e444a7,H.W.Kung,1933,CN,CN,陕西,,Chungnananshan,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671453,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/48f/6671453,6671453,dbb36ed8-b6bf-11e1-8c2f-acd112e444a7,T.N.Liou,1939,CN,CN,陕西,城固县,"Shensl:Chengku,Peishan,Top of Ankow",33.1567836,107.3337328,Pinus armandii,Plantae,Pinaceae,Pinus
6671454,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/d0e/6671454,6671454,dbb36e65-b6bf-11e1-8c2f-acd112e444a7,T.N.Liou,1939,CN,CN,陕西,城固县,"Shensl:Chengku,Peishan,Top of Ankow",33.1567836,107.3337328,Pinus armandii,Plantae,Pinaceae,Pinus
6671456,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/e3e/6671456,6671456,dbb36d75-b6bf-11e1-8c2f-acd112e444a7,Y.Y.Pai,1934,CN,CN,陕西,太白县,"T'aipaishan,Te-Tien",33.9762055,107.249372,Pinus armandii,Plantae,Pinaceae,Pinus
6671458,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/be2/6671458,6671458,dbb36c96-b6bf-11e1-8c2f-acd112e444a7,Y.Y.Pai,1934,CN,CN,陕西,太白县,"T'aipaishan,Lo-To-sze",33.9762055,107.249372,Pinus armandii,Plantae,Pinaceae,Pinus
6671460,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/c4f/6671460,6671460,dbb36bb6-b6bf-11e1-8c2f-acd112e444a7,T.N.Liou,1939,CN,CN,陕西,,shensi:Hwashan,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671462,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/cf6/6671462,6671462,dbb36ada-b6bf-11e1-8c2f-acd112e444a7,Wei-Ying Hsia,1937,CN,CN,陕西,,,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671463,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/1aa/6671463,6671463,dbb36a6b-b6bf-11e1-8c2f-acd112e444a7,K.S.Hao,1932,CN,CN,陕西,,At eastern-peak of Hua-shan,,,Pinus armandii,Plantae,Pinaceae,Pinus
6671464,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/dd9/6671464,6671464,dbb369fa-b6bf-11e1-8c2f-acd112e444a7,Y.Y.Pai,1934,CN,CN,陕西,太白县,"T,aipaaishan,Lo-To-Sze",33.9762055,107.249372,Pinus armandii,Plantae,Pinaceae,Pinus
6671465,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/337/6671465,6671465,dbb3698a-b6bf-11e1-8c2f-acd112e444a7,Y. Y. Pai,1934,CN,CN,陕西,太白县,太白山,33.9762055,107.249372,Pinus armandii,Plantae,Pinaceae,Pinus
6671466,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/8da/6671466,6671466,dbb3691b-b6bf-11e1-8c2f-acd112e444a7,T.P.Wang,1933,CN,CN,陕西,太白县,"Near Lotoeze,T,aipaishan,shensi",33.9762055,107.249372,Pinus armandii,Plantae,Pinaceae,Pinus
6671473,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/0bb/6671473,6671473,dbb3660b-b6bf-11e1-8c2f-acd112e444a7,K.S.Hao,1932,CN,CN,陕西,太白县,太白山,33.9762055,107.249372,Pinus armandii,Plantae,Pinaceae,Pinus
6671490,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/e83/6671490,6671490,dbb35e2c-b6bf-11e1-8c2f-acd112e444a7,Ki-Mon Liou,1935,CN,CN,河南,卢氏县,Hsuingerh-ling,34.0541972,111.0479057,Pinus armandii,Plantae,Pinaceae,Pinus
6671491,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/982/6671491,6671491,dbb35d94-b6bf-11e1-8c2f-acd112e444a7,K.M.Liou,1935,CN,CN,河南,卢氏县,Hsuingerh-ling,34.0541972,111.0479057,Pinus armandii,Plantae,Pinaceae,Pinus
6671497,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/eb9/6671497,6671497,dbb356b0-b6bf-11e1-8c2f-acd112e444a7,K.M.Liou,1935,CN,CN,河南,卢氏县,"Lao chunsha,Lushih-hsien,Honan",34.0541972,111.0479057,Pinus armandii,Plantae,Pinaceae,Pinus
6671503,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/785/6671503,6671503,dbb35417-b6bf-11e1-8c2f-acd112e444a7,青岛市农林事务所,1933,CN,CN,山东,青岛市,,36.1079328,120.4159606,Pinus armandii,Plantae,Pinaceae,Pinus
6671541,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/bd7/6671541,6671541,dbb34338-b6bf-11e1-8c2f-acd112e444a7,C.W.Wang,1939,CN,CN,云南,,"Hsi-chou,fa-Tou.ku-chu-tin",,,Pinus wangii,Plantae,Pinaceae,Pinus
6671542,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/2cb/6671542,6671542,dbb342c8-b6bf-11e1-8c2f-acd112e444a7,C.W.Wang,1940,CN,CN,云南,,"Hsi-chou,fa-Tou.ku-chu-tin",,,Pinus wangii,Plantae,Pinaceae,Pinus
6671553,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/749/6671553,6671553,dbb33df4-b6bf-11e1-8c2f-acd112e444a7,Y.Tsiang,1930,CN,CN,贵州,,红水河,,,Pinus yunnanensis var. tenuifolia,Plantae,Pinaceae,Pinus
6671558,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/309/6671558,6671558,dbb33bab-b6bf-11e1-8c2f-acd112e444a7,M.Chen,1933,CN,CN,浙江,临安市,西天目山,30.1960215,119.3662834,Pinus taiwanensis,Plantae,Pinaceae,Pinus
6672006,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/698/6672006,6672006,dbb27643-b6bf-11e1-8c2f-acd112e444a7,M.Chen,1933,CN,CN,安徽,黄山区,黄山狮子峰顶,30.2729391,118.1415653,Pinus taiwanensis,Plantae,Pinaceae,Pinus
6672007,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/c37/6672007,6672007,dbb275d3-b6bf-11e1-8c2f-acd112e444a7,K.K.Tsoong,1920,CN,CN,安徽,黄山区,黄山,30.2729391,118.1415653,Pinus taiwanensis,Plantae,Pinaceae,Pinus
6672184,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/3b9/6672184,6672184,dbb227c2-b6bf-11e1-8c2f-acd112e444a7,陈焕镛,1935,CN,CN,广东,乐昌市,"青溪洞,鸡公山",25.2284501,113.2173085,Pinus kwangtungensis,Plantae,Pinaceae,Pinus
6672185,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/4d9/6672185,6672185,dbb22750-b6bf-11e1-8c2f-acd112e444a7,陈念劬,1932,CN,CN,海南,,五指山番亦村,,,Pinus kwangtungensis,Plantae,Pinaceae,Pinus
6672186,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/117/6672186,6672186,dbb226cc-b6bf-11e1-8c2f-acd112e444a7,陈念劬,1932,CN,CN,海南,,五指山番亦村,,,Pinus kwangtungensis,Plantae,Pinaceae,Pinus
6672187,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/a0e/6672187,6672187,dbb2265e-b6bf-11e1-8c2f-acd112e444a7,陈念劬,1931,CN,CN,广东,乐昌市,大洞,25.2284501,113.2173085,Pinus kwangtungensis,Plantae,Pinaceae,Pinus
6672188,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/b88/6672188,6672188,dbb225f0-b6bf-11e1-8c2f-acd112e444a7,李耀,1936,CN,CN,广东,乳源瑶族自治县,芽三区青溪洞,24.8137808,113.1844354,Pinus kwangtungensis,Plantae,Pinaceae,Pinus
6672189,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/1cf/6672189,6672189,dbb2257f-b6bf-11e1-8c2f-acd112e444a7,高锡朋,1931,CN,CN,广东,乐昌市,乌坑,25.2284501,113.2173085,Pinus kwangtungensis,Plantae,Pinaceae,Pinus
6672190,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/0ee/6672190,6672190,dbb2250e-b6bf-11e1-8c2f-acd112e444a7,H.H.Hu,1934,CN,CN,江西,九江市,庐山（牯岭）,29.6101497,115.9981048,Pinus taiwanensis,Plantae,Pinaceae,Pinus
6672191,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/143/6672191,6672191,dbb2249d-b6bf-11e1-8c2f-acd112e444a7,M.Chen,1933,CN,CN,安徽,黄山区,黄山,30.2729391,118.1415653,Pinus taiwanensis,Plantae,Pinaceae,Pinus
5386557,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/d28/5386557,5386557,e3d65742-b6bf-11e1-8c2f-acd112e444a7,C.O.Levine,1917,CN,CN,广东,广州市,,23.1270407,113.3415270,Pinus massoniana,Plantae,Pinaceae,Pinus
